quadgram	frequency
and they made all	2
died then and there	2
and threw him so	2
atreus drew his sword	2
that no man was	2
round the sepulchre of	2
and drew off the	2
at the mercy of	2
and do not know	2
by the scaean gates	2
he had been in	2
will take heed to	2
the ship flew through	2
brought with him a	2
that i have sent	2
one another achilles was	2
in my mind to	2
they all swore as	2
from their eyes as	2
that ulysses is dead	2
then indeed has heaven	2
how long will you	2
king of the sidonians	2
a ship to his	2
were crushed to pieces	2
keep your own counsel	2
long will do so	2
speaking with the voice	2
flat of his hand	2
not that i shall	2
and then his mighty	2
twenty years of absence	2
that the trojans may	2
in fight and counsel	2
telemachus and his mother	2
and that of his	2
no thought of death	2
called the gods in	2
to be a chief	2
the shepherd is glad	2
battle from the ships	2
do you not see	2
him with his ships	2
of my unhappy father	2
shouted to him with	2
by man under the	2
of gold by their	2
when he had eaten	2
he is to go	2
in the dust while	2
throughout the house of	2
he did when he	2
should have made him	2
fight then became more	2
ready as soon as	2
thence we sailed sadly	2
both in one chariot	2
who was an excellent	2
might and main to	2
the goal of ilius	2
from every pore of	2
at a distance from	2
spoke fiercely to him	2
leader of the lycian	2
was the best man	2
you are an excellent	2
them all manner of	2
been too quick for	2
menelaus came up to	2
and spread coverlets on	2
ajax and king idomeneus	2
assured of their own	2
him better than any	2
its socket in the	2
of his chariot and	2
glory to hector son	2
such good will from	2
and drove a spear	2
looked down upon the	2
more angry than them	2
do honour to achilles	2
care as i went	2
and never yet brought	2
son of peleus now	2
when you left him	2
that they might make	2
killed every one of	2
prepare a sufficient dinner	2
man take the woman	2
and their brave allies	2
treating you in this	2
brought back from troy	2
all others in the	2
reason of a woman	2
on towards the city	2
with all the marriage	2
others followed after with	2
the race of dardanus	2
for he was angry	2
but jove shall reckon	2
him as a guest	2
wounded him in the	2
when i saw this	2
he is to return	2
the wave it raised	2
vulcan with his consummate	2
his arms towards him	2
has the wine been	2
of them that can	2
never welcome him home	2
in his ships to	2
tyres of the wheels	2
you must take what	2
who has come down	2
in body and mind	2
his men and the	2
richest city in the	2
him in the face	2
with a face as	2
and we caught her	2
with a sword and	2
on our way home	2
and full of fury	2
at his own heart	2
to keep away from	2
the chiefs and rulers	2
am that this day	2
words with an oath	2
warned me to shun	2
honesty addressed them thus	2
he shall not move	2
when you achaeans were	2
to keep their watches	2
precincts of the house	2
fire and poured wine	2
me against the rocks	2
such as i now	2
ulysses smiled at him	2
as did also the	2
and without gifts of	2
tramp of their feet	2
him when the days	2
middle of his shield	2
plain was filled with	2
that we have been	2
old friend of mine	2
you deemed that you	2
to the cloister where	2
on this the son	2
let me bring you	2
and sat down opposite	2
are of the same	2
the stars had shifted	2
should surely come to	2
who had come to	2
i have come to	2
that he might learn	2
where i take it	2
off to the city	2
ground and sacrifice a	2
it on to a	2
neck under the ear	2
and he would be	2
the gate of horn	2
every man to his	2
who was the handsomest	2
you are the first	2
protectest chryse and holy	2
the ground at his	2
he was coming towards	2
once more upon his	2
the argives and trojans	2
on their way home	2
by gods nor men	2
the cauldron was boiling	2
the bastard son of	2
other princes of the	2
for i see that	2
and birds of prey	2
little on one side	2
end of the spear	2
will not prevaricate nor	2
the tenth night the	2
by wind and storm	2
end of this moon	2
fate of our comrades	2
high feast in the	2
also made the hair	2
and will hide nothing	2
but glad to have	2
a wall all round	2
be as sure of	2
soon as they were	2
too many for me	2
king agamemnon son of	2
wind over land and	2
the sea and went	2
him on his way	2
he is far stronger	2
have the triumph of	2
to do as you	2
his property without paying	2
sarpedon out of range	2
she is in great	2
a good thing it	2
that it was the	2
the levelled ground in	2
on his homeward journey	2
a rich man who	2
the blood flowing from	2
to be just such	2
may give me my	2
while the other is	2
when he got back	2
both of your ship	2
passed through the gates	2
wings of a ship	2
from the heavenly threshold	2
exposed near the rim	2
do you wish to	2
and fair to see	2
but i will have	2
back to her after	2
father is dead and	2
and in like manner	2
curls like hyacinth blossoms	2
studied art of all	2
scare me as though	2
for both of us	2
for the approach of	2
and go back to	2
in his hand he	2
and agreed that he	2
the ground and sacrifice	2
at once with his	2
of his own accord	2
i am afraid some	2
so will ulysses with	2
the whole country is	2
with the down just	2
they may do each	2
you shall take troy	2
the city of eetion	2
bath water on to	2
but i can tell	2
be no man to	2
down from heaven and	2
go down to the	2
mast and sails inside	2
as easily as a	2
appear to be a	2
who has lost his	2
at the scaean gates	2
and the force of	2
of many a chief	2
whereon he fell headlong	2
achaeans went to troy	2
wounded him with an	2
to come and sit	2
been treating you in	2
have gone through much	2
or a large flock	2
now the son of	2
and made drink offerings	2
while the achaeans were	2
jove may set them	2
to the mast itself	2
had been made by	2
to beat upon the	2
coming upon his face	2
was middlemost of all	2
suitors will make for	2
city in the whole	2
from his seat on	2
cause of king agamemnon	2
mother who bore him	2
on account of my	2
and his wife went	2
drawn up by the	2
of the achaeans shall	2
made an excellent dinner	2
they might stay there	2
and he could find	2
who had now got	2
up one after the	2
and with the gleam	2
strength nor stay in	2
will come down here	2
one another in close	2
what will happen if	2
that he will never	2
the sea grew dark	2
carver fetched them plates	2
was no doing of	2
them a bowl of	2
a man may be	2
that he might dwell	2
the horses to the	2
saying pleased them well	2
all other nations as	2
his work is full	2
to hades and to	2
into the fight with	2
a dream from heaven	2
them in their fall	2
one who is so	2
and destruction upon the	2
a better presence to	2
haply you may be	2
night falls at the	2
and broke the plate	2
and called on the	2
he at once said	2
strongest and most dear	2
hitting the end of	2
it is not seemly	2
were for respecting the	2
i could no longer	2
and is now bidding	2
is burning in the	2
the suitors were clamorous	2
as dawn rose from	2
in which you have	2
that they have worsted	2
plainness exactly what you	2
you and i shall	2
you go into battle	2
safe out of the	2
your ship and of	2
having blinded his son	2
for he could not	2
who used to live	2
the heart of ajax	2
you excel all others	2
has lost his way	2
ships away from the	2
men among the achaeans	2
the daughter of icarius	2
mark on the levelled	2
it lean against the	2
for it was there	2
see him as he	2
praying to the daughter	2
grazed the top of	2
into the stream of	2
said to ulysses who	2
up with his shield	2
inside his tent and	2
the cyprian and wounded	2
when you were at	2
closed the eyes of	2
driven back to ilius	2
horses that have won	2
been pleased to try	2
full of fury against	2
bore the brunt of	2
you press me to	2
not break through the	2
of gold and raiment	2
think they will succeed	2
loved to look upon	2
on to the sands	2
hellas the land of	2
be able to get	2
whoever he may be	2
minerva endowed him with	2
they made all haste	2
some one of you	2
found him in his	2
and horses in the	2
and the place where	2
they made haste to	2
for respecting the priest	2
and drink telemachus said	2
up two more of	2
but could not pierce	2
given his consent and	2
been getting into your	2
manner of ship you	2
their wives and city	2
but the men disobeyed	2
great ajax the son	2
do you submit to	2
the darts that were	2
fall by the ships	2
which he could fly	2
it is full of	2
matter about which i	2
not let him go	2
be in such a	2
battalions of the trojans	2
wielded his spear with	2
he was son to	2
then when they had	2
was when he wrestled	2
is to win her	2
you in so far	2
when they saw her	2
his sword and killed	2
of bronze did not	2
the white sails aloft	2
go as the wind	2
the body of your	2
the swineherd led the	2
i could not help	2
for they had sacrificed	2
upon him with a	2
hurled it with prodigious	2
and fire the ships	2
beats as though it	2
stood upright on the	2
we will make serviceable	2
he spoke he drove	2
the elders of the	2
to go with you	2
sure that it would	2
that we might get	2
about his shoulders and	2
and had gone to	2
are near of kin	2
floored mansion on olympus	2
a lion that has	2
was no one to	2
the quantity of wine	2
it is this that	2
a herd of cows	2
declared to us the	2
i go to him	2
him an angry answer	2
with meat and wine	2
poised his spear and	2
the house of his	2
golden sandals with which	2
made sure i was	2
for battle and the	2
the achaeans used to	2
though i have been	2
he began with his	2
from the top of	2
pins with twisted thongs	2
there was a certain	2
but those who were	2
tore the helmet from	2
and the good herald	2
come to the ships	2
the midst of you	2
the brain inside was	2
he drew his spear	2
they had built it	2
she gave him a	2
achaeans with one voice	2
offices due to the	2
through the ranks of	2
i have been long	2
within the house and	2
got there they found	2
the trojan to the	2
but the other gods	2
you are now going	2
at last he got	2
if you leave these	2
destruction both of your	2
then she went to	2
them that shall be	2
have meat and drink	2
were got together in	2
jove will be as	2
of the ships and	2
point stuck in the	2
swineherd led the way	2
will return at once	2
the sinews of the	2
the two fleet messengers	2
victorious and prove to	2
went on shore to	2
the flame played about	2
away from the town	2
as of good omen	2
is that is hindering	2
have had a dream	2
so now go home	2
it in my dreams	2
on this they all	2
and closed the doors	2
